id,b,c,v,t
41014015,41,14,15,"He will himself show you a large upper room furnished and ready. Make ready for us there."""
41014016,41,14,16,"His disciples went out, and came into the city, and found things as he had said to them, and they prepared the Passover."
41014017,41,14,17,When it was evening he came with the twelve.
41014018,41,14,18,"As they sat and were eating, Jesus said, ""Most assuredly I tell you, one of you will betray me -- he who eats with me."""
41014019,41,14,19,"They began to be sorrowful, and to ask him one by one, ""Surely not I?"" And another said, ""Surely not I?"""
41014020,41,14,20,"He answered them, ""It is one of the twelve, he who dips with me in the dish."
41014021,41,14,21,"For the Son of Man goes, even as it is written about him, but woe to that man by whom the Son of Man is betrayed! It would be better for that man if he had not been born."""
41014022,41,14,22,"As they were eating, Jesus took bread, and when he had blessed, he broke it, and gave to them, and said, ""Take, eat. This is my body."""
41014023,41,14,23,"He took the cup, and when he had given thanks, he gave to them. They all drank of it."
41014024,41,14,24,"He said to them, ""This is my blood of the new covenant, which is poured out for many."
41014025,41,14,25,"Most assuredly I tell you, I will no more drink of the fruit of the vine, until that day when I drink it anew in the Kingdom of God."""
41014026,41,14,26,"When they had sung a hymn, they went out to the Mount of Olives."
41014027,41,14,27,"Jesus said to them, ""All of you will be made to stumble because of me tonight, for it is written, 'I will strike the shepherd, and the sheep will be scattered.'"
41014028,41,14,28,"However, after I am raised up, I will go before you into Galilee."""
41014029,41,14,29,"But Peter said to him, ""Although all will be offended, yet I will not."""
41014030,41,14,30,"Jesus said to him, ""Most assuredly I tell you, that you today, even this night, before the rooster crows twice, you will deny me three times."""
41014031,41,14,31,"But he spoke all the more, ""If I must die with you, I will not deny you."" They all said the same thing."
41014032,41,14,32,"They came to a place which was named Gethsemane. He said to his disciples, ""Sit here, while I pray."""
41014033,41,14,33,"He took with him Peter, James, and John, and began to be greatly troubled and distressed."
41014034,41,14,34,"He said to them, ""My soul is exceedingly sorrowful, even to death. Stay here, and watch."""
41014035,41,14,35,"He went forward a little, and fell on the ground, and prayed that, if it were possible, the hour might pass away from him."
41014036,41,14,36,"He said, ""Abba, Father, all things are possible to you. Please remove this cup from me. However, not what I desire, but what you desire."""
41014037,41,14,37,"He came and found them sleeping, and said to Peter, ""Simon, are you sleeping? Couldn't you watch one hour?"
41014038,41,14,38,"Watch and pray, that you may not enter into temptation. The spirit indeed is willing, but the flesh is weak."""
41014039,41,14,39,"Again he went away, and prayed, saying the same words."
41014040,41,14,40,"Again he returned, and found them sleeping, for their eyes were very heavy, and they didn't know what to answer him."
41014041,41,14,41,"He came the third time, and said to them, ""Sleep on now, and take your rest. It is enough. The hour has come. Behold, the Son of Man is betrayed into the hands of sinners."
41014042,41,14,42,"Arise, let us be going. Behold, he who betrays me is at hand."""
41014043,41,14,43,"Immediately, while he was still speaking, Judas, one of the twelve, came--and with him a multitude with swords and clubs, from the chief priests, the scribes, and the elders."
41014044,41,14,44,"Now he who betrayed him had given them a sign, saying, ""Whoever I will kiss, that is he. Seize him, and lead him away safely."""
41014045,41,14,45,"When he had come, immediately he came to him, and said, ""Rabbi! Rabbi!"" and kissed him."
41014046,41,14,46,"They laid their hands on him, and seized him."
41014047,41,14,47,"But a certain one of those who stood by drew his sword, and struck the servant of the high priest, and cut off his ear."
41014048,41,14,48,"Jesus answered them, ""Have you come out, as against a robber, with swords and clubs to seize me?"
41014049,41,14,49,"I was daily with you in the temple teaching, and you didn't arrest me. But this is so that the Scriptures might be fulfilled."""
41014050,41,14,50,"They all left him, and fled."
41014051,41,14,51,"A certain young man followed him, having a linen cloth thrown around himself, over his naked body. The young men grabbed him,"
41014052,41,14,52,"but he left the linen cloth, and fled from them naked."
41014053,41,14,53,"They led Jesus away to the high priest. All the chief priests, the elders, and the scribes came together with him."
41014054,41,14,54,"Peter had followed him from a distance, until he came into the court of the high priest. He was sitting with the officers, and warming himself in the light of the fire."
41014055,41,14,55,"Now the chief priests and the whole council sought witnesses against Jesus to put him to death, and found none."
41014056,41,14,56,"For many gave false testimony against him, and their testimony didn't agree with each other."
41014057,41,14,57,"Some stood up, and gave false testimony against him, saying,"
41014058,41,14,58,"""We heard him say, 'I will destroy this temple that is made with hands, and in three days I will build another made without hands.'"""
41014059,41,14,59,"Even so, their testimony did not agree."
41014060,41,14,60,"The high priest stood up in the midst, and asked Jesus, ""Have you no answer? What is it which these testify against you?"""
41014061,41,14,61,"But he stayed quiet, and answered nothing. Again the high priest asked him, ""Are you the Christ, the Son of the Blessed?"""
41014062,41,14,62,"Jesus said, ""I AM. You will see the Son of Man sitting at the right hand of Power, and coming with the clouds of the sky."""
41014063,41,14,63,"The high priest tore his clothes, and said, ""What further need have we of witnesses?"
41014064,41,14,64,"You have heard the blasphemy! What do you think?"" They all condemned him to be worthy of death."
41014065,41,14,65,"Some began to spit on him, and to cover his face, and to beat him with fists, and to tell him, ""Prophesy!"" The officers struck him with the palms of their hands."
41014066,41,14,66,"As Peter was in the courtyard below, one of the maids of the high priest came,"
41014067,41,14,67,"and seeing Peter warming himself, she looked at him, and said, ""You were also with the Nazarene, Jesus!"""
41014068,41,14,68,"But he denied it, saying, ""I neither know, nor understand what you are saying."" He went out on the porch, and the rooster crowed."
41014069,41,14,69,"The maid saw him, and began again to tell those who stood by, ""This is one of them."""
41014070,41,14,70,"But he again denied it. After a little while again those who stood by said to Peter, ""You truly are one of them, for you are a Galilean, and your speech shows it."""
41014071,41,14,71,"But he began to curse, and to swear, ""I don't know this man of whom you speak!"""
41014072,41,14,72,"The rooster crowed the second time. Peter remembered the word, how that Jesus said to him, ""Before the rooster crows twice, you will deny me three times."" When he thought about that, he wept."
41015001,41,15,1,"Immediately in the morning the chief priests, with the elders and scribes, and the whole council, held a consultation, and bound Jesus, and carried him away, and delivered him up to Pilate."
41015002,41,15,2,"Pilate asked him, ""Are you the King of the Jews?"" He answered, ""So you say."""
41015003,41,15,3,The chief priests accused him of many things.
41015004,41,15,4,"Pilate again asked him, ""Have you no answer? See how many things they testify against you!"""
41015005,41,15,5,"But Jesus made no further answer, so that Pilate marveled."
41015006,41,15,6,"Now at the feast he used to release to them one prisoner, whom they asked of him."
41015007,41,15,7,"There was one called Barabbas, bound with those who had made insurrection, men who in the insurrection had committed murder."
41015008,41,15,8,"The multitude, crying aloud, began to ask him to do as he always did for them."
41015009,41,15,9,"Pilate answered them, saying, ""Do you want me to release to you the King of the Jews?"""
41015010,41,15,10,For he perceived that for envy the chief priests had delivered him up.
41015011,41,15,11,"But the chief priests stirred up the multitude, that he should release Barabbas to them instead."
41015012,41,15,12,"Pilate again asked them, ""What then should I do to him whom you call the King of the Jews?"""
41015013,41,15,13,"They cried out again, ""Crucify him!"""
41015014,41,15,14,"Pilate said to them, ""Why, what evil has he done?"" But they cried out exceedingly, ""Crucify him!"""
41015015,41,15,15,"Pilate, wishing to please the multitude, released Barabbas to them, and handed over Jesus, when he had flogged him, to be crucified."
41015016,41,15,16,"The soldiers led him away within the court, which is the Praetorium; and they called together the whole cohort."
41015017,41,15,17,"They clothed him with purple, and weaving a crown of thorns, they put it on him."
41015018,41,15,18,"They began to salute him, ""Hail, King of the Jews!"""
41015019,41,15,19,"They struck his head with a reed, and spat on him, and bowing their knees, did homage to him."
41015020,41,15,20,"When they had mocked him, they took the purple off of him, and put his own garments on him. They led him out to crucify him."
41015021,41,15,21,"They compelled one passing by, coming from the country, Simon of Cyrene, the father of Alexander and Rufus, to go with them, that he might bear his cross."
41015022,41,15,22,"They brought him to the place called Golgotha, which is, being interpreted, ""The place of a skull."""
41015023,41,15,23,"They offered him wine mixed with myrrh to drink, but he didn't take it."
41015024,41,15,24,"Crucifying him, they parted his garments among them, casting lots on them, what each should take."
41015025,41,15,25,"It was the third hour,{9:00 A. M.} and they crucified him."
41015026,41,15,26,"The superscription of his accusation was written over him, ""THE KING OF THE JEWS."""
41015027,41,15,27,"With him they crucified two robbers; one on his right hand, and one on his left."
41015028,41,15,28,"The Scripture was fulfilled, which says, ""He was numbered with transgressors."""
41015029,41,15,29,"Those who passed by blasphemed him, wagging their heads, and saying, ""Ha! You who destroy the temple, and build it in three days,"
41015030,41,15,30,"save yourself, and come down from the cross!"""
41015031,41,15,31,"Likewise, also the chief priests mocking among themselves with the scribes said, ""He saved others. He can't save himself."
41015032,41,15,32,"Let the Christ, the King of Israel, now come down from the cross, that we may see and believe him.{TR omits ""him""}"" Those who were crucified with him insulted him."
41015033,41,15,33,"When the sixth hour{or, noon} had come, there was darkness over the whole land until the ninth hour.{3:00 PM}"
41015034,41,15,34,"At the ninth hour Jesus cried with a loud voice, saying, ""Eloi, Eloi, lama sabachthani?"" which is, being interpreted, ""My God, my God, why have you forsaken me?"""
41015035,41,15,35,"Some of those who stood by, when they heard it, said, ""Behold, he is calling Elijah."""
41015036,41,15,36,"One ran, and filling a sponge full of vinegar, put it on a reed, and gave it to him to drink, saying, ""Let him be. Let's see whether Elijah comes to take him down."""
41015037,41,15,37,"Jesus cried out with a loud voice, and gave up the spirit."
41015038,41,15,38,The veil of the temple was torn in two from the top to the bottom.
41015039,41,15,39,"When the centurion, who stood by opposite him, saw that he cried out like this and breathed his last, he said, ""Truly this man was the Son of God!"""
41015040,41,15,40,"There were also women watching from afar, among whom were both Mary Magdalene, and Mary the mother of James the less and of Joses, and Salome;"
41015041,41,15,41,"who, when he was in Galilee, followed him, and served him; and many other women who came up with him to Jerusalem."
41015042,41,15,42,"When evening had now come, because it was the Preparation Day, that is, the day before the Sabbath,"
41015043,41,15,43,"Joseph of Arimathaea, a prominent council member who also himself was looking for the Kingdom of God, came. He boldly went in to Pilate, and asked for Jesus' body."
41015044,41,15,44,"Pilate marveled if he were already dead; and summoning the centurion, he asked him whether he had been dead long."
41015045,41,15,45,"When he found out from the centurion, he granted the body to Joseph."
41015046,41,15,46,"He bought a linen cloth, and taking him down, wound him in the linen cloth, and laid him in a tomb which had been cut out of a rock. He rolled a stone against the door of the tomb."
41015047,41,15,47,"Mary Magdalene and Mary, the mother of Joses, saw where he was laid."
41016001,41,16,1,"When the Sabbath was past, Mary Magdalene, and Mary the mother of James, and Salome, bought spices, that they might come and anoint him."
41016002,41,16,2,"Very early on the first day of the week, they came to the tomb when the sun had risen."
41016003,41,16,3,"They were saying among themselves, ""Who will roll away the stone from the door of the tomb for us?"""
41016004,41,16,4,"for it was very big. Looking up, they saw that the stone was rolled back."
41016005,41,16,5,"Entering into the tomb, they saw a young man sitting on the right side, dressed in a white robe, and they were amazed."
41016006,41,16,6,"He said to them, ""Don't be amazed. You seek Jesus, the Nazarene, who has been crucified. He has risen. He is not here. Behold, the place where they laid him!"
41016007,41,16,7,"But go, tell his disciples and Peter, 'He goes before you into Galilee. There you will see him, as he said to you.'"""
41016008,41,16,8,"They went out,{TR adds ""quickly""} and fled from the tomb, for trembling and astonishment had come on them. They said nothing to anyone; for they were afraid."
41016009,41,16,9,"Now when he had risen early on the first day of the week, he appeared first to Mary Magdalene, from whom he had cast out seven demons."
41016010,41,16,10,"She went and told those who had been with him, as they mourned and wept."
41016011,41,16,11,"When they heard that he was alive, and had been seen by her, they disbelieved."
41016012,41,16,12,"After these things he was revealed in another form to two of them, as they walked, on their way into the country."
41016013,41,16,13,"They went away and told it to the rest. They didn't believe them, either."
41016014,41,16,14,"Afterward he was revealed to the eleven themselves as they sat at the table, and he rebuked them for their unbelief and hardness of heart, because they didn't believe those who had seen him after he had risen."
41016015,41,16,15,"He said to them, ""Go into all the world, and preach the Gospel to the whole creation."
41016016,41,16,16,He who believes and is baptized will be saved; but he who disbelieves will be condemned.
41016017,41,16,17,These signs will accompany those who believe: in my name they will cast out demons; they will speak with new languages;
41016018,41,16,18,"they will take up serpents; and if they drink any deadly thing, it will in no way hurt them; they will lay hands on the sick, and they will recover."""
41016019,41,16,19,"So then the Lord Jesus, after he had spoken to them, was received up into heaven, and sat down at the right hand of God."
41016020,41,16,20,"They went out, and preached everywhere, the Lord working with them, and confirming the word by the signs that followed. Amen."
